gameid,qtr,min,sec,off,def,down,togo,ydline,description,offscore,defscore,season,,,
20121104_DEN@CIN,2,36,12,DEN,CIN,4,9,51,PUNT,10,3,2012,,,
20121104_DEN@CIN,2,37,35,DEN,CIN,1,10,52,RUN,10,3,2012,,,
20121104_DEN@CIN,2,36,56,DEN,CIN,2,10,52,PASS,10,3,2012,,,
20121104_DEN@CIN,2,36,50,DEN,CIN,3,10,52,PASS,10,3,2012,,,
20121104_DEN@CIN,2,30,53,CIN,DEN,2,1,53,PASS,3,10,2012,,,
20121104_DEN@CIN,1,49,53,CIN,DEN,3,7,53,PASS,0,3,2012,,,
20121104_DEN@CIN,2,30,47,CIN,DEN,3,1,53,PASS,3,10,2012,,,
20121104_DEN@CIN,1,49,48,CIN,DEN,4,7,53,PUNT,0,3,2012,,,
20121104_DEN@CIN,1,55,29,DEN,CIN,1,10,55,RUN, D.Still).,0,0,2012,,
20121104_DEN@CIN,3,24,9,DEN,CIN,1,10,55,PASS,17,10,2012,,,
20121104_DEN@CIN,1,51,12,CIN,DEN,1,10,56,RUN, E.Dumervil).,0,3,2012,,
20121104_DEN@CIN,2,40,8,CIN,DEN,1,10,56,PASS,3,10,2012,,,
20121104_DEN@CIN,1,50,31,CIN,DEN,2,10,56,PASS,0,3,2012,,,
20121104_DEN@CIN,2,40,3,CIN,DEN,2,10,56,PENALTY,3,10,2012,,,
20121104_DEN@CIN,1,59,19,CIN,DEN,2,5,59,PASS,0,0,2012,,,
20121104_DEN@CIN,2,39,41,CIN,DEN,2,14,60,PASS,3,10,2012,,,
20121104_DEN@CIN,1,58,35,CIN,DEN,3,6,60,PASS,0,0,2012,,,
20121104_DEN@CIN,1,58,30,CIN,DEN,4,6,60,PUNT,0,0,2012,,,
20121104_DEN@CIN,1,51,19,CIN,DEN,2,6,61,PASS,0,3,2012,,,
20121104_DEN@CIN,2,30,58,CIN,DEN,1,10,62,PASS,3,10,2012,,,
20121104_DEN@CIN,4,10,0,CIN,DEN,1,10,62,PASS,20,24,2012,,,
20121104_DEN@CIN,1,55,45,DEN,CIN,3,3,62,PASS,0,0,2012,,,
20121104_DEN@CIN,3,28,3,CIN,DEN,2,8,63,PASS,3,17,2012,,,
20121104_DEN@CIN,4,3,26,CIN,DEN,2,3,63,PASS,20,31,2012,,,
20121104_DEN@CIN,3,24,28,DEN,CIN,3,2,63,PASS,17,10,2012,,,
20121104_DEN@CIN,1,59,53,CIN,DEN,1,10,64,RUN,0,0,2012,,,
20121104_DEN@CIN,4,10,35,CIN,DEN,3,1,64,RUN, D.Wolfe).,20,24,2012,,
20121104_DEN@CIN,1,51,59,CIN,DEN,1,10,65,RUN,0,3,2012,,,
20121104_DEN@CIN,3,28,41,CIN,DEN,1,10,65,RUN, W.Woodyard).,3,17,2012,,
20121104_DEN@CIN,2,42,7,DEN,CIN,2,7,66,PASS,3,3,2012,,,
20121104_DEN@CIN,1,48,35,CIN,DEN,1,10,67,PASS,0,3,2012,,,
20121104_DEN@CIN,4,9,26,CIN,DEN,1,10,67,PASS,20,24,2012,,,
20121104_DEN@CIN,4,9,20,CIN,DEN,2,10,67,PASS,20,24,2012,,,
20121104_DEN@CIN,4,9,15,CIN,DEN,3,10,67,PENALTY,20,24,2012,,,
20121104_DEN@CIN,1,56,17,DEN,CIN,2,9,68,PASS,0,0,2012,,,
20121104_DEN@CIN,4,11,3,CIN,DEN,2,5,68,RUN,20,24,2012,,,
20121104_DEN@CIN,2,39,5,CIN,DEN,3,22,68,PASS,3,10,2012,,,
20121104_DEN@CIN,1,56,46,DEN,CIN,1,10,69,RUN, V.Burfict).,0,0,2012,,
20121104_DEN@CIN,2,42,35,DEN,CIN,1,10,69,RUN,3,3,2012,,,
20121104_DEN@CIN,2,34,9,CIN,DEN,2,6,69,PASS,3,10,2012,,,
20121104_DEN@CIN,2,34,3,CIN,DEN,3,6,69,PASS,3,10,2012,,,
20121104_DEN@CIN,2,33,57,CIN,DEN,4,6,69,PUNT,3,10,2012,,,
20121104_DEN@CIN,4,3,32,CIN,DEN,1,10,70,PASS,20,31,2012,,,
20121104_DEN@CIN,3,25,45,DEN,CIN,1,10,71,RUN,17,10,2012,,,
20121104_DEN@CIN,2,38,0,DEN,CIN,2,8,71,PASS,10,3,2012,,,
20121104_DEN@CIN,4,9,32,CIN,DEN,1,20,72,PASS,20,24,2012,,,
20121104_DEN@CIN,1,49,15,DEN,CIN,2,5,72,PASS,3,0,2012,,,
20121104_DEN@CIN,1,49,8,DEN,CIN,3,5,72,PASS,3,0,2012,,,
20121104_DEN@CIN,2,43,3,DEN,CIN,3,2,72,PASS,3,3,2012,,,
20121104_DEN@CIN,2,32,0,DEN,CIN,3,6,72,PASS,10,3,2012,,,
20121104_DEN@CIN,4,9,15,CIN,DEN,3,15,72,PASS,20,24,2012,,,
20121104_DEN@CIN,2,31,54,DEN,CIN,4,6,72,PUNT,10,3,2012,,,
20121104_DEN@CIN,2,38,23,DEN,CIN,1,10,73,RUN,10,3,2012,,,
20121104_DEN@CIN,2,34,40,CIN,DEN,1,10,73,PASS,3,10,2012,,,
20121104_DEN@CIN,4,11,42,CIN,DEN,1,10,73,RUN, D.Trevathan).,20,24,2012,,
20121104_DEN@CIN,2,32,44,DEN,CIN,2,7,73,PASS,10,3,2012,,,
20121104_DEN@CIN,4,13,5,DEN,CIN,3,3,73,PASS,17,20,2012,,,
20121104_DEN@CIN,2,38,34,CIN,DEN,4,27,73,PUNT,3,10,2012,,,
20121104_DEN@CIN,4,13,33,DEN,CIN,2,4,74,RUN, R.Geathers).,17,20,2012,,
20121104_DEN@CIN,1,57,21,DEN,CIN,3,4,74,PASS,0,0,2012,,,
20121104_DEN@CIN,3,25,12,DEN,CIN,2,14,75,PASS, L.Hall).,17,10,2012,,
20121104_DEN@CIN,3,19,55,CIN,DEN,2,5,75,PASS, W.Woodyard).,10,17,2012,,
20121104_DEN@CIN,2,33,12,DEN,CIN,1,10,76,RUN, R.Maualuga).,10,3,2012,,
20121104_DEN@CIN,1,57,56,DEN,CIN,2,6,76,RUN,0,0,2012,,,
20121104_DEN@CIN,3,29,11,CIN,DEN,2,6,76,RUN,3,17,2012,,,
20121104_DEN@CIN,1,49,39,DEN,CIN,1,10,77,PASS,3,0,2012,,,
20121104_DEN@CIN,2,31,45,CIN,DEN,1,10,77,PASS,3,10,2012,,,
20121104_DEN@CIN,2,43,41,DEN,CIN,2,7,77,PASS,3,3,2012,,,
20121104_DEN@CIN,3,19,10,CIN,DEN,3,7,77,PASS,10,17,2012,,,
20121104_DEN@CIN,1,58,21,DEN,CIN,1,10,80,PASS, T.Newman).,0,0,2012,,
20121104_DEN@CIN,1,52,55,CIN,DEN,1,10,80,RUN,0,3,2012,,,
20121104_DEN@CIN,2,44,12,DEN,CIN,1,10,80,RUN,3,3,2012,,,
20121104_DEN@CIN,3,29,49,CIN,DEN,1,10,80,PASS,3,17,2012,,,
20121104_DEN@CIN,3,20,30,CIN,DEN,1,10,80,RUN, D.Wolfe).,10,17,2012,,
20121104_DEN@CIN,4,14,10,DEN,CIN,1,10,80,PASS, R.Maualuga).,17,20,2012,,
20121104_DEN@CIN,1,52,20,CIN,DEN,2,10,80,PASS, C.Bailey).,0,3,2012,,
20121104_DEN@CIN,2,31,18,CIN,DEN,2,13,80,PASS,3,10,2012,,,
20121104_DEN@CIN,2,31,13,CIN,DEN,3,13,80,PASS, C.Harris).,3,10,2012,,
20121104_DEN@CIN,2,35,13,CIN,DEN,2,5,81,PASS, K.Brooking).,3,10,2012,,
20121104_DEN@CIN,1,48,51,DEN,CIN,3,15,82,PASS,3,0,2012,,,
20121104_DEN@CIN,4,8,46,CIN,DEN,3,25,82,PASS,20,24,2012,,,
20121104_DEN@CIN,1,48,42,DEN,CIN,4,15,82,PUNT,3,0,2012,,,
20121104_DEN@CIN,3,26,16,DEN,CIN,1,10,83,PASS,17,10,2012,,,
20121104_DEN@CIN,2,35,49,CIN,DEN,1,10,86,RUN,3,10,2012,,,
20121104_DEN@CIN,2,33,47,DEN,CIN,1,10,94,PASS,10,3,2012,,,
20121104_DEN@CIN,2,36,2,CIN,DEN,1,10,96,PASS,3,10,2012,,,
20121104_DEN@CIN,3,15,49,DEN,CIN,2,8,97,RUN, W.Gilberry).,17,13,2012,,
20121104_DEN@CIN,3,15,8,DEN,CIN,3,8,97,PASS,17,13,2012,,,
20121104_DEN@CIN,3,16,16,DEN,CIN,1,10,99,RUN,17,13,2012,,,
20121104_DET@JAC,2,38,2,DET,JAC,1,1,1,RUN,7,0,2012,,,
20121104_DET@JAC,4,8,40,JAC,DET,2,4,5,PASS,0,24,2012,,,
20121104_DET@JAC,4,0,54,JAC,DET,4,5,6,PASS,8,31,2012,,,
20121104_DET@JAC,2,42,21,DET,JAC,1,7,7,RUN,0,0,2012,,,
20121104_DET@JAC,2,30,35,DET,JAC,2,7,8,RUN,14,0,2012,,,
20121104_DET@JAC,4,2,48,DET,JAC,2,3,10,RUN,24,8,2012,,,
20121104_DET@JAC,2,30,40,DET,JAC,1,10,11,RUN,14,0,2012,,,
20121104_DET@JAC,4,9,9,JAC,DET,1,10,11,PASS,0,24,2012,,,
20121104_DET@JAC,4,1,11,JAC,DET,1,10,11,PASS,8,31,2012,,,
20121104_DET@JAC,4,1,6,JAC,DET,2,10,11,PASS,8,31,2012,,,
20121104_DET@JAC,4,1,1,JAC,DET,3,10,11,PASS,8,31,2012,,,
20121104_DET@JAC,2,43,0,DET,JAC,3,3,12,PASS,0,0,2012,,,
20121104_DET@JAC,2,43,44,DET,JAC,2,5,14,RUN,0,0,2012,,,
20121104_DET@JAC,4,1,34,JAC,DET,2,3,15,PASS,8,31,2012,,,
20121104_DET@JAC,4,1,29,JAC,DET,3,3,15,PASS,8,31,2012,,,
20121104_DET@JAC,4,3,31,DET,JAC,1,10,17,RUN,24,8,2012,,,
20121104_DET@JAC,2,44,23,DET,JAC,1,10,19,RUN,0,0,2012,,,
20121104_DET@JAC,4,1,57,JAC,DET,1,10,22,PASS,8,31,2012,,,
20121104_DET@JAC,4,14,7,DET,JAC,3,4,24,PASS,21,0,2012,,,
20121104_DET@JAC,4,14,1,DET,JAC,4,4,24,FIELD GOAL,21,0,2012,,,
20121104_DET@JAC,3,17,11,JAC,DET,1,10,26,PASS,0,21,2012,,,
20121104_DET@JAC,4,9,36,JAC,DET,1,10,26,PENALTY,0,24,2012,,,
20121104_DET@JAC,3,17,6,JAC,DET,2,10,26,PASS,0,21,2012,,,
20121104_DET@JAC,2,31,12,DET,JAC,1,10,28,PASS,14,0,2012,,,
20121104_DET@JAC,4,4,15,DET,JAC,1,10,28,RUN,24,8,2012,,,
20121104_DET@JAC,1,50,4,DET,JAC,3,4,29,PASS,0,0,2012,,,
20121104_DET@JAC,1,49,58,DET,JAC,4,4,29,FIELD GOAL,0,0,2012,,,
20121104_DET@JAC,4,15,0,DET,JAC,1,10,30,PASS,21,0,2012,,,
20121104_DET@JAC,4,14,54,DET,JAC,2,10,30,RUN,21,0,2012,,,
20121104_DET@JAC,4,10,6,JAC,DET,3,2,30,RUN,0,24,2012,,,
20121104_DET@JAC,4,10,46,JAC,DET,2,3,31,RUN,0,24,2012,,,
20121104_DET@JAC,1,50,47,DET,JAC,2,7,32,PASS,0,0,2012,,,
20121104_DET@JAC,1,51,28,DET,JAC,1,10,35,RUN,0,0,2012,,,
20121104_DET@JAC,2,45,0,DET,JAC,2,9,37,PASS,0,0,2012,,,
20121104_DET@JAC,3,17,48,JAC,DET,2,4,37,PASS,0,21,2012,,,
20121104_DET@JAC,1,45,1,DET,JAC,1,10,38,RUN,0,0,2012,,,
20121104_DET@JAC,4,11,13,JAC,DET,1,10,38,PASS,0,24,2012,,,
20121104_DET@JAC,2,38,36,DET,JAC,3,8,39,PASS,7,0,2012,,,
20121104_DET@JAC,2,31,21,DET,JAC,3,7,40,PASS,14,0,2012,,,
20121104_DET@JAC,2,39,52,DET,JAC,1,10,41,RUN,7,0,2012,,,
20121104_DET@JAC,2,39,13,DET,JAC,2,10,41,RUN,7,0,2012,,,
20121104_DET@JAC,2,32,0,DET,JAC,2,8,41,RUN, A.Lane).,14,0,2012,,
20121104_DET@JAC,4,5,3,DET,JAC,2,5,42,PASS,24,8,2012,,,
20121104_DET@JAC,4,2,3,JAC,DET,2,4,42,PASS,8,31,2012,,,
20121104_DET@JAC,2,32,30,DET,JAC,1,10,43,RUN,14,0,2012,,,
20121104_DET@JAC,3,18,26,JAC,DET,1,10,43,PASS,0,21,2012,,,
20121104_DET@JAC,2,30,5,JAC,DET,2,4,44,PASS,0,21,2012,,,
20121104_DET@JAC,3,15,40,DET,JAC,2,1,44,RUN,21,0,2012,,,
20121104_DET@JAC,3,19,2,JAC,DET,3,1,45,RUN,0,21,2012,,,
20121104_DET@JAC,3,19,44,JAC,DET,2,2,46,RUN,0,21,2012,,,
20121104_DET@JAC,4,5,45,DET,JAC,1,10,47,RUN,24,8,2012,,,
20121104_DET@JAC,4,2,11,JAC,DET,1,10,48,PASS,8,31,2012,,,
20121104_DET@JAC,2,30,9,JAC,DET,1,10,50,PASS,0,21,2012,,,
20121104_DET@JAC,3,27,40,JAC,DET,1,10,51,RUN,0,21,2012,,,
20121104_DET@JAC,4,0,50,DET,JAC,1,10,51,RUN,31,14,2012,,,
20121104_DET@JAC,3,27,0,JAC,DET,2,10,51,PASS,0,21,2012,,,
20121104_DET@JAC,2,40,35,DET,JAC,2,9,52,PASS,7,0,2012,,,
20121104_DET@JAC,4,0,29,DET,JAC,2,11,52,RUN,31,14,2012,,,
20121104_DET@JAC,2,40,30,DET,JAC,3,9,52,PASS,7,0,2012,,,
20121104_DET@JAC,2,41,19,DET,JAC,1,10,53,RUN,7,0,2012,,,
20121104_DET@JAC,3,16,21,DET,JAC,1,10,53,RUN,21,0,2012,,,
20121104_DET@JAC,3,20,13,JAC,DET,1,10,54,RUN,0,21,2012,,,
20121104_DET@JAC,4,6,25,DET,JAC,3,2,54,PASS,24,8,2012,,,
20121104_DET@JAC,2,33,43,DET,JAC,1,10,55,RUN,14,0,2012,,,
20121104_DET@JAC,2,33,11,DET,JAC,2,10,55,PASS,14,0,2012,,,
20121104_DET@JAC,3,20,55,JAC,DET,3,1,55,RUN,0,21,2012,,,
20121104_DET@JAC,1,48,13,JAC,DET,4,3,56,PUNT,0,0,2012,,,
20121104_DET@JAC,4,7,9,DET,JAC,2,5,57,RUN,24,8,2012,,,
20121104_DET@JAC,1,48,46,JAC,DET,3,4,57,RUN,0,0,2012,,,
20121104_DET@JAC,1,58,10,DET,JAC,2,9,58,PASS,0,0,2012,,,
20121104_DET@JAC,1,58,7,DET,JAC,3,9,58,PASS,0,0,2012,,,
20121104_DET@JAC,4,11,47,JAC,DET,3,1,58,PASS,0,24,2012,,,
20121104_DET@JAC,1,58,0,DET,JAC,4,9,58,PUNT,0,0,2012,,,
20121104_DET@JAC,1,58,47,DET,JAC,1,10,59,RUN,0,0,2012,,,
20121104_DET@JAC,3,21,31,JAC,DET,2,5,59,RUN,0,21,2012,,,
20121104_DET@JAC,1,49,16,JAC,DET,2,7,60,PASS,0,0,2012,,,
20121104_DET@JAC,4,2,17,JAC,DET,1,10,61,PASS,8,31,2012,,,
20121104_DET@JAC,2,35,25,JAC,DET,3,3,61,PASS,0,14,2012,,,
20121104_DET@JAC,2,34,47,JAC,DET,4,3,61,PUNT,0,14,2012,,,
20121104_DET@JAC,1,53,21,DET,JAC,1,10,62,PENALTY,0,0,2012,,,
20121104_DET@JAC,4,7,56,DET,JAC,1,10,62,RUN,24,8,2012,,,
20121104_DET@JAC,1,49,53,JAC,DET,1,10,63,RUN,0,0,2012,,,
20121104_DET@JAC,3,28,14,JAC,DET,1,10,63,PASS,0,21,2012,,,
20121104_DET@JAC,2,36,5,JAC,DET,2,5,63,RUN,0,14,2012,,,
20121104_DET@JAC,1,51,38,DET,JAC,3,11,63,PASS,0,0,2012,,,
20121104_DET@JAC,3,23,23,DET,JAC,4,2,63,PUNT,21,0,2012,,,
20121104_DET@JAC,1,45,50,DET,JAC,1,10,64,PASS,0,0,2012,,,
20121104_DET@JAC,3,22,2,JAC,DET,1,10,64,RUN,0,21,2012,,,
20121104_DET@JAC,3,16,57,DET,JAC,1,10,64,PASS,21,0,2012,,,
20121104_DET@JAC,1,52,22,DET,JAC,2,12,64,RUN,0,0,2012,,,
20121104_DET@JAC,1,45,43,DET,JAC,2,10,64,PASS,0,0,2012,,,
20121104_DET@JAC,4,12,27,JAC,DET,2,8,65,PASS,0,24,2012,,,
20121104_DET@JAC,4,2,22,JAC,DET,2,3,65,PASS,8,31,2012,,,
20121104_DET@JAC,1,54,6,DET,JAC,2,3,66,RUN,0,0,2012,,,
20121104_DET@JAC,4,12,54,JAC,DET,1,10,67,RUN,0,24,2012,,,
20121104_DET@JAC,3,28,52,JAC,DET,3,2,67,RUN,0,21,2012,,,
20121104_DET@JAC,2,36,41,JAC,DET,1,10,68,RUN,0,14,2012,,,
20121104_DET@JAC,3,29,26,JAC,DET,2,5,70,RUN,0,21,2012,,,
20121104_DET@JAC,3,26,50,DET,JAC,1,10,71,PENALTY,21,0,2012,,,
20121104_DET@JAC,1,53,0,DET,JAC,1,20,72,PASS,0,0,2012,,,
20121104_DET@JAC,4,2,41,JAC,DET,1,10,72,PASS,8,31,2012,,,
20121104_DET@JAC,1,59,31,DET,JAC,2,2,72,PASS,0,0,2012,,,
20121104_DET@JAC,3,24,27,DET,JAC,2,11,72,PASS,21,0,2012,,,
20121104_DET@JAC,4,13,23,JAC,DET,2,2,72,RUN,0,24,2012,,,
20121104_DET@JAC,1,59,27,DET,JAC,3,2,72,PASS,0,0,2012,,,
20121104_DET@JAC,3,23,44,DET,JAC,3,11,72,PASS,21,0,2012,,,
20121104_DET@JAC,1,54,43,DET,JAC,1,10,73,PASS,0,0,2012,,,
20121104_DET@JAC,3,22,35,JAC,DET,2,5,74,PASS,0,21,2012,,,
20121104_DET@JAC,2,30,23,JAC,DET,1,10,75,PASS,0,21,2012,,,
20121104_DET@JAC,3,30,0,JAC,DET,1,10,75,PASS,0,21,2012,,,
20121104_DET@JAC,2,30,17,JAC,DET,2,10,75,PASS,0,21,2012,,,
20121104_DET@JAC,2,33,48,DET,JAC,3,4,75,PASS,14,0,2012,,,
20121104_DET@JAC,2,37,13,JAC,DET,2,7,76,RUN,0,14,2012,,,
20121104_DET@JAC,1,46,39,DET,JAC,1,10,78,PASS,0,0,2012,,,
20121104_DET@JAC,1,46,33,DET,JAC,2,10,78,RUN,0,0,2012,,,
20121104_DET@JAC,2,37,52,JAC,DET,1,10,79,PASS,0,14,2012,,,
20121104_DET@JAC,3,23,10,JAC,DET,1,10,79,PENALTY,0,21,2012,,,
20121104_DET@JAC,1,60,0,DET,JAC,1,10,80,PASS,0,0,2012,,,
20121104_DET@JAC,2,30,28,JAC,DET,1,10,80,PASS,0,21,2012,,,
20121104_DET@JAC,4,13,56,JAC,DET,1,10,80,PASS,0,24,2012,,,
20121104_DET@JAC,4,8,36,DET,JAC,1,10,80,PASS,24,8,2012,,,
20121104_DET@JAC,2,34,40,DET,JAC,1,10,81,PASS,14,0,2012,,,
20121104_DET@JAC,3,25,8,DET,JAC,1,20,81,RUN,21,0,2012,,,
20121104_DET@JAC,2,34,33,DET,JAC,2,10,81,RUN,14,0,2012,,,
20121104_DET@JAC,3,26,50,DET,JAC,2,7,81,PASS,21,0,2012,,,
20121104_DET@JAC,1,56,45,JAC,DET,3,4,81,PASS,0,0,2012,,,
20121104_DET@JAC,1,56,40,JAC,DET,4,4,81,PUNT,0,0,2012,,,
20121104_DET@JAC,2,42,11,JAC,DET,1,10,82,PASS,0,7,2012,,,
20121104_DET@JAC,3,26,50,DET,JAC,1,10,84,RUN,21,0,2012,,,
20121104_DET@JAC,3,23,10,JAC,DET,1,15,84,PASS,0,21,2012,,,
20121104_DET@JAC,1,57,13,JAC,DET,2,8,85,PASS,0,0,2012,,,
20121104_DET@JAC,1,57,51,JAC,DET,1,10,87,RUN,0,0,2012,,,
20121104_DET@JAC,2,41,39,JAC,DET,2,15,87,PASS,0,7,2012,,,
20121104_DET@JAC,2,41,30,JAC,DET,3,15,87,PASS,0,7,2012,,,
20121104_DET@JAC,2,41,24,JAC,DET,4,15,87,PUNT,0,7,2012,,,
20121104_DET@JAC,1,55,48,DET,JAC,2,6,88,PASS,0,0,2012,,,
20121104_DET@JAC,1,47,27,DET,JAC,2,7,88,PASS,0,0,2012,,,
20121104_DET@JAC,1,55,4,DET,JAC,3,6,88,PENALTY,0,0,2012,,,
20121104_DET@JAC,1,47,20,DET,JAC,3,7,88,PASS,0,0,2012,,,
20121104_DET@JAC,1,48,6,DET,JAC,1,10,91,RUN, C.Mosley).,0,0,2012,,
20121104_DET@JAC,1,56,27,DET,JAC,1,10,92,RUN,0,0,2012,,,
20121104_MIA@IND,2,39,42,IND,MIA,4,4,5,FIELD GOAL,7,10,2012,,,
20121104_MIA@IND,1,45,58,IND,MIA,2,9,9,PASS,0,3,2012,,,
20121104_MIA@IND,1,45,53,IND,MIA,3,9,9,PASS,0,3,2012,,,
20121104_MIA@IND,1,46,31,IND,MIA,1,10,10,RUN,0,3,2012,,,
20121104_MIA@IND,2,41,24,IND,MIA,1,10,11,PASS,7,10,2012,,,
20121104_MIA@IND,4,13,30,MIA,IND,1,10,13,PASS,17,20,2012,,,
20121104_MIA@IND,4,13,25,MIA,IND,2,10,13,PASS,17,20,2012,,,
20121104_MIA@IND,4,13,22,MIA,IND,3,10,13,PASS,17,20,2012,,,
20121104_MIA@IND,4,13,17,MIA,IND,4,10,13,FIELD GOAL,17,20,2012,,,
20121104_MIA@IND,2,40,10,IND,MIA,2,13,14,PASS,7,10,2012,,,
20121104_MIA@IND,2,40,4,IND,MIA,3,13,14,PASS,7,10,2012,,,
20121104_MIA@IND,2,40,51,IND,MIA,1,15,16,PASS,7,10,2012,,,
20121104_MIA@IND,2,35,16,MIA,IND,1,10,18,PENALTY,10,10,2012,,,
20121104_MIA@IND,1,50,42,MIA,IND,1,10,19,PASS,0,0,2012,,,
20121104_MIA@IND,2,35,46,MIA,IND,3,1,19,RUN, M.Harvey).,10,10,2012,,
20121104_MIA@IND,1,49,21,MIA,IND,4,10,19,FIELD GOAL,0,0,2012,,,
20121104_MIA@IND,2,36,29,MIA,IND,2,3,21,RUN, A.Bethea).,10,10,2012,,
20121104_MIA@IND,1,51,23,MIA,IND,2,5,25,RUN, A.Bethea).,0,0,2012,,
20121104_MIA@IND,1,55,39,IND,MIA,3,1,25,RUN, K.Dansby).,0,0,2012,,
20121104_MIA@IND,2,41,46,IND,MIA,3,3,25,PASS,7,10,2012,,,
20121104_MIA@IND,4,6,6,IND,MIA,3,6,25,PASS,20,20,2012,,,
20121104_MIA@IND,1,54,51,IND,MIA,4,1,25,PENALTY,0,0,2012,,,
20121104_MIA@IND,4,6,3,IND,MIA,4,6,25,FIELD GOAL,20,20,2012,,,
20121104_MIA@IND,2,43,34,MIA,IND,2,3,26,PASS,3,7,2012,,,
20121104_MIA@IND,4,6,52,IND,MIA,2,8,27,PASS,20,20,2012,,,
20121104_MIA@IND,2,37,0,MIA,IND,1,10,28,PASS,10,10,2012,,,
20121104_MIA@IND,1,50,5,MIA,IND,2,19,28,PASS,0,0,2012,,,
20121104_MIA@IND,1,49,59,MIA,IND,3,19,28,PASS,0,0,2012,,,
20121104_MIA@IND,2,30,12,IND,MIA,1,10,29,FIELD GOAL,10,17,2012,,,
20121104_MIA@IND,4,14,17,MIA,IND,1,10,29,PASS,17,20,2012,,,
20121104_MIA@IND,4,7,32,IND,MIA,1,10,29,RUN,20,20,2012,,,
20121104_MIA@IND,2,42,27,IND,MIA,2,7,29,RUN,7,10,2012,,,
20121104_MIA@IND,1,52,24,MIA,IND,1,10,30,RUN, D.Nevis).,0,0,2012,,
20121104_MIA@IND,1,51,47,MIA,IND,2,10,30,PENALTY,0,0,2012,,,
20121104_MIA@IND,1,54,40,IND,MIA,4,6,30,FIELD GOAL,0,0,2012,,,
20121104_MIA@IND,2,43,32,MIA,IND,2,8,31,PASS,3,7,2012,,,
20121104_MIA@IND,2,43,10,IND,MIA,1,10,32,RUN,7,10,2012,,,
20121104_MIA@IND,2,43,56,MIA,IND,1,10,33,RUN,3,7,2012,,,
20121104_MIA@IND,2,44,23,MIA,IND,2,8,33,PENALTY,3,7,2012,,,
20121104_MIA@IND,1,57,29,IND,MIA,1,10,34,PENALTY,0,0,2012,,,
20121104_MIA@IND,2,33,20,IND,MIA,1,10,34,RUN,10,17,2012,,,
20121104_MIA@IND,3,25,16,IND,MIA,2,9,34,PASS,13,17,2012,,,
20121104_MIA@IND,2,45,0,MIA,IND,1,10,35,RUN,3,7,2012,,,
20121104_MIA@IND,3,25,51,IND,MIA,1,10,35,RUN,13,17,2012,,,
20121104_MIA@IND,3,16,58,IND,MIA,1,10,36,PASS,13,17,2012,,,
20121104_MIA@IND,2,32,38,IND,MIA,2,12,36,PASS,10,17,2012,,,
20121104_MIA@IND,2,32,34,IND,MIA,3,12,36,PASS,10,17,2012,,,
20121104_MIA@IND,2,32,29,IND,MIA,4,12,36,FIELD GOAL,10,17,2012,,,
20121104_MIA@IND,1,56,18,IND,MIA,2,13,37,PASS,0,0,2012,,,
20121104_MIA@IND,2,44,2,MIA,IND,2,13,38,PASS,3,7,2012,,,
20121104_MIA@IND,2,30,34,IND,MIA,1,10,39,PASS,10,17,2012,,,
20121104_MIA@IND,4,8,12,IND,MIA,1,10,39,RUN,20,20,2012,,,
20121104_MIA@IND,2,30,29,IND,MIA,2,10,39,PASS,10,17,2012,,,
20121104_MIA@IND,3,17,38,IND,MIA,2,1,41,RUN,13,17,2012,,,
20121104_MIA@IND,1,46,38,IND,MIA,1,10,42,PASS,0,3,2012,,,
20121104_MIA@IND,4,15,0,MIA,IND,2,5,42,PASS,17,20,2012,,,
20121104_MIA@IND,4,14,57,MIA,IND,3,5,42,PASS,17,20,2012,,,
20121104_MIA@IND,1,53,6,MIA,IND,2,7,43,PASS,0,0,2012,,,
20121104_MIA@IND,1,53,2,MIA,IND,3,7,43,PASS, T.Zbikowski).,0,0,2012,,
20121104_MIA@IND,1,57,0,IND,MIA,1,20,44,PASS,0,0,2012,,,
20121104_MIA@IND,2,33,42,IND,MIA,1,10,44,PENALTY,10,17,2012,,,
20121104_MIA@IND,1,45,24,MIA,IND,1,10,45,PASS,3,7,2012,,,
20121104_MIA@IND,2,30,40,IND,MIA,2,5,45,PASS,10,17,2012,,,
20121104_MIA@IND,4,8,58,IND,MIA,3,3,45,PASS,20,20,2012,,,
20121104_MIA@IND,1,53,35,MIA,IND,1,10,46,RUN,0,0,2012,,,
20121104_MIA@IND,3,15,43,MIA,IND,1,10,47,RUN, F.Moala).,17,20,2012,,
20121104_MIA@IND,2,37,41,MIA,IND,1,10,48,RUN,10,10,2012,,,
20121104_MIA@IND,2,30,24,IND,MIA,2,20,49,PASS,10,17,2012,,,
20121104_MIA@IND,2,30,18,IND,MIA,3,20,49,PASS,10,17,2012,,,
20121104_MIA@IND,2,30,46,IND,MIA,1,10,50,RUN,10,17,2012,,,
20121104_MIA@IND,3,18,21,IND,MIA,1,10,50,RUN, K.Burnett).,13,17,2012,,
20121104_MIA@IND,4,2,0,MIA,IND,1,10,50,PASS,20,23,2012,,,
20121104_MIA@IND,4,1,56,MIA,IND,2,10,50,PASS,20,23,2012,,,
20121104_MIA@IND,3,24,19,IND,MIA,3,25,50,PASS,13,17,2012,,,
20121104_MIA@IND,4,1,52,MIA,IND,3,10,50,PENALTY,20,23,2012,,,
20121104_MIA@IND,3,24,13,IND,MIA,4,25,50,PUNT,13,17,2012,,,
