gameid,qtr,min,sec,off,def,down,togo,ydline,description,offscore,defscore,season,,,
20121014_NE@SEA,1,58,0,NE,SEA,4,7,62,PUNT,0,0,2012,,,
20121014_NE@SEA,3,20,50,NE,SEA,1,10,63,PASS,20,10,2012,,,
20121014_NE@SEA,1,58,46,NE,SEA,2,8,63,RUN,0,0,2012,,,
20121014_NE@SEA,2,38,50,SEA,NE,2,9,63,PASS,10,14,2012,,,
20121014_NE@SEA,4,4,47,NE,SEA,3,20,63,PASS,23,17,2012,,,
20121014_NE@SEA,2,39,22,SEA,NE,1,10,64,RUN, B.Spikes).,10,14,2012,,
20121014_NE@SEA,3,17,51,NE,SEA,2,8,64,PASS,20,10,2012,,,
20121014_NE@SEA,1,59,29,NE,SEA,1,10,65,RUN,0,0,2012,,,
20121014_NE@SEA,3,28,4,NE,SEA,1,10,65,PASS,17,10,2012,,,
20121014_NE@SEA,1,51,15,NE,SEA,1,10,66,PASS,0,3,2012,,,
20121014_NE@SEA,3,18,16,NE,SEA,1,10,66,PASS,20,10,2012,,,
20121014_NE@SEA,1,51,11,NE,SEA,2,10,66,PASS,0,3,2012,,,
20121014_NE@SEA,2,31,24,SEA,NE,1,10,68,PASS,10,17,2012,,,
20121014_NE@SEA,4,6,34,NE,SEA,1,10,68,RUN, L.Hill).,23,17,2012,,
20121014_NE@SEA,2,31,17,SEA,NE,2,10,68,RUN,10,17,2012,,,
20121014_NE@SEA,3,22,32,SEA,NE,3,20,68,PASS,10,20,2012,,,
20121014_NE@SEA,3,22,23,SEA,NE,4,20,68,PUNT,10,20,2012,,,
20121014_NE@SEA,1,55,53,SEA,NE,1,10,69,PASS,0,0,2012,,,
20121014_NE@SEA,3,24,0,SEA,NE,1,10,69,PASS,10,20,2012,,,
20121014_NE@SEA,4,12,31,NE,SEA,1,10,70,PASS,20,10,2012,,,
20121014_NE@SEA,4,12,28,NE,SEA,2,10,70,PASS,20,10,2012,,,
20121014_NE@SEA,2,32,0,SEA,NE,2,1,71,RUN,10,17,2012,,,
20121014_NE@SEA,1,59,38,NE,SEA,2,2,72,PASS,0,0,2012,,,
20121014_NE@SEA,3,18,34,SEA,NE,3,3,73,PASS,10,20,2012,,,
20121014_NE@SEA,3,18,30,SEA,NE,4,3,73,PUNT,10,20,2012,,,
20121014_NE@SEA,3,22,13,NE,SEA,1,10,74,RUN, B.Mebane).,20,10,2012,,
20121014_NE@SEA,1,56,59,SEA,NE,2,1,75,RUN,0,0,2012,,,
20121014_NE@SEA,2,39,59,SEA,NE,2,5,75,RUN, A.Dennard).,10,14,2012,,
20121014_NE@SEA,3,21,36,NE,SEA,2,11,75,PASS,20,10,2012,,,
20121014_NE@SEA,1,56,20,SEA,NE,3,1,75,PASS,0,0,2012,,,
20121014_NE@SEA,3,21,31,NE,SEA,3,11,75,PASS,20,10,2012,,,
20121014_NE@SEA,1,51,57,NE,SEA,2,4,76,PASS,0,3,2012,,,
20121014_NE@SEA,3,19,10,SEA,NE,2,6,76,RUN, K.Love).,10,20,2012,,
20121014_NE@SEA,1,51,52,NE,SEA,3,4,76,PASS,0,3,2012,,,
20121014_NE@SEA,2,30,48,SEA,NE,4,4,76,RUN, B.Carpenter).,10,17,2012,,
20121014_NE@SEA,1,50,5,SEA,NE,2,3,78,PASS,3,7,2012,,,
20121014_NE@SEA,1,57,34,SEA,NE,1,5,79,RUN, C.Jones).,0,0,2012,,
20121014_NE@SEA,1,60,0,NE,SEA,1,10,80,PASS,0,0,2012,,,
20121014_NE@SEA,1,46,50,NE,SEA,1,10,80,PENALTY,7,10,2012,,,
20121014_NE@SEA,2,40,33,SEA,NE,1,10,80,RUN, R.Ninkovich).,10,14,2012,,
20121014_NE@SEA,2,32,12,SEA,NE,1,10,80,PASS,10,17,2012,,,
20121014_NE@SEA,3,30,0,SEA,NE,1,10,80,RUN,10,17,2012,,,
20121014_NE@SEA,3,24,21,SEA,NE,1,10,80,PASS,10,20,2012,,,
20121014_NE@SEA,3,19,45,SEA,NE,1,10,80,RUN,10,20,2012,,,
20121014_NE@SEA,4,13,29,SEA,NE,1,10,80,PASS,10,20,2012,,,
20121014_NE@SEA,4,7,21,NE,SEA,1,10,80,PASS,23,17,2012,,,
20121014_NE@SEA,4,1,14,NE,SEA,1,10,80,PASS,23,24,2012,,,
20121014_NE@SEA,4,7,17,NE,SEA,2,10,80,PASS,23,17,2012,,,
20121014_NE@SEA,4,1,8,NE,SEA,2,10,80,PASS,23,24,2012,,,
20121014_NE@SEA,1,52,31,NE,SEA,1,10,82,PASS,0,3,2012,,,
20121014_NE@SEA,1,46,17,NE,SEA,2,12,82,PASS,7,10,2012,,,
20121014_NE@SEA,4,9,17,SEA,NE,1,10,83,PASS,10,23,2012,,,
20121014_NE@SEA,4,3,26,SEA,NE,2,3,83,PASS,17,23,2012,,,
20121014_NE@SEA,4,3,20,SEA,NE,3,3,83,PASS,17,23,2012,,,
20121014_NE@SEA,4,3,14,SEA,NE,4,3,83,PUNT,17,23,2012,,,
20121014_NE@SEA,1,57,52,SEA,NE,1,10,84,PASS,0,0,2012,,,
20121014_NE@SEA,3,29,21,SEA,NE,2,14,84,PASS,10,17,2012,,,
20121014_NE@SEA,1,49,25,SEA,NE,3,9,84,PASS,3,7,2012,,,
20121014_NE@SEA,3,28,19,SEA,NE,4,14,84,PUNT, H.Farwell).,10,17,2012,,
20121014_NE@SEA,1,50,44,SEA,NE,1,10,85,RUN, J.Mayo).,3,7,2012,,
20121014_NE@SEA,1,46,50,NE,SEA,1,15,85,RUN, B.Wagner).,7,10,2012,,
20121014_NE@SEA,4,1,3,NE,SEA,3,17,87,PASS,23,24,2012,,,
20121014_NE@SEA,4,0,58,NE,SEA,4,17,87,PASS,23,24,2012,,,
20121014_NE@SEA,3,28,50,SEA,NE,3,19,89,RUN, J.Cunningham).,10,17,2012,,
20121014_NE@SEA,4,3,56,SEA,NE,1,10,90,RUN,17,23,2012,,,
20121014_NYG@SF,3,26,53,NYG,SF,3,1,1,RUN,10,3,2012,,,
20121014_NYG@SF,3,21,13,NYG,SF,4,4,4,FIELD GOAL,20,3,2012,,,
20121014_NYG@SF,3,28,5,NYG,SF,1,5,5,RUN,10,3,2012,,,
20121014_NYG@SF,3,22,43,NYG,SF,1,5,5,RUN,20,3,2012,,,
20121014_NYG@SF,3,27,26,NYG,SF,2,5,5,RUN,10,3,2012,,,
20121014_NYG@SF,3,22,3,NYG,SF,2,5,5,PASS,20,3,2012,,,
20121014_NYG@SF,3,21,59,NYG,SF,3,5,5,RUN, D.Goldson).,20,3,2012,,
20121014_NYG@SF,2,40,8,NYG,SF,1,6,6,PASS,0,3,2012,,,
20121014_NYG@SF,4,2,19,NYG,SF,3,9,9,RUN,23,3,2012,,,
20121014_NYG@SF,4,2,38,NYG,SF,1,10,10,RUN,23,3,2012,,,
20121014_NYG@SF,3,25,7,NYG,SF,1,10,12,PASS,17,3,2012,,,
20121014_NYG@SF,3,25,3,NYG,SF,2,10,12,PASS,17,3,2012,,,
20121014_NYG@SF,3,24,58,NYG,SF,3,10,12,PASS,17,3,2012,,,
20121014_NYG@SF,3,24,55,NYG,SF,4,10,12,FIELD GOAL,17,3,2012,,,
20121014_NYG@SF,4,2,25,NYG,SF,2,13,13,RUN,23,3,2012,,,
20121014_NYG@SF,2,33,39,NYG,SF,3,2,14,RUN,7,3,2012,,,
20121014_NYG@SF,4,2,0,NYG,SF,4,14,14,FIELD GOAL,23,3,2012,,,
20121014_NYG@SF,4,3,27,NYG,SF,3,2,15,RUN,23,3,2012,,,
20121014_NYG@SF,2,33,4,NYG,SF,4,3,15,FIELD GOAL,7,3,2012,,,
20121014_NYG@SF,4,2,44,NYG,SF,4,2,15,PENALTY,23,3,2012,,,
20121014_NYG@SF,3,28,46,NYG,SF,1,10,16,PASS,10,3,2012,,,
20121014_NYG@SF,3,28,41,NYG,SF,2,10,16,RUN,10,3,2012,,,
20121014_NYG@SF,2,34,16,NYG,SF,2,5,17,RUN,7,3,2012,,,
20121014_NYG@SF,4,4,13,NYG,SF,2,7,20,RUN,23,3,2012,,,
20121014_NYG@SF,2,34,55,NYG,SF,1,10,22,RUN,7,3,2012,,,
20121014_NYG@SF,2,40,36,NYG,SF,3,8,22,PASS,0,3,2012,,,
20121014_NYG@SF,2,30,15,NYG,SF,4,2,22,FIELD GOAL,10,3,2012,,,
20121014_NYG@SF,4,4,55,NYG,SF,1,10,23,RUN,23,3,2012,,,
20121014_NYG@SF,2,41,50,NYG,SF,1,10,24,RUN,0,3,2012,,,
20121014_NYG@SF,2,41,15,NYG,SF,2,10,24,RUN,0,3,2012,,,
20121014_NYG@SF,1,47,9,SF,NYG,3,5,24,PASS,0,0,2012,,,
20121014_NYG@SF,1,47,4,SF,NYG,4,5,24,FIELD GOAL,0,0,2012,,,
20121014_NYG@SF,3,29,17,NYG,SF,2,3,25,PASS,10,3,2012,,,
20121014_NYG@SF,1,54,50,SF,NYG,2,6,26,PASS,0,0,2012,,,
20121014_NYG@SF,1,54,42,SF,NYG,3,6,26,RUN, C.Blackburn).,0,0,2012,,
20121014_NYG@SF,1,54,8,SF,NYG,4,6,26,FIELD GOAL,0,0,2012,,,
20121014_NYG@SF,1,48,28,SF,NYG,1,10,29,RUN,0,0,2012,,,
20121014_NYG@SF,3,19,32,SF,NYG,1,10,29,PASS,3,23,2012,,,
20121014_NYG@SF,1,55,20,SF,NYG,1,10,30,RUN,0,0,2012,,,
20121014_NYG@SF,2,30,32,NYG,SF,1,10,30,PASS,10,3,2012,,,
20121014_NYG@SF,1,47,45,SF,NYG,2,11,30,RUN,0,0,2012,,,
20121014_NYG@SF,2,30,28,NYG,SF,2,10,30,PASS,10,3,2012,,,
20121014_NYG@SF,2,30,24,NYG,SF,3,10,30,PASS,10,3,2012,,,
20121014_NYG@SF,2,35,45,NYG,SF,2,7,31,PASS,7,3,2012,,,
20121014_NYG@SF,3,29,51,NYG,SF,1,10,32,RUN,10,3,2012,,,
20121014_NYG@SF,4,1,14,SF,NYG,2,3,32,PASS,3,26,2012,,,
20121014_NYG@SF,4,1,9,SF,NYG,3,3,32,PASS,3,26,2012,,,
20121014_NYG@SF,4,1,4,SF,NYG,4,3,32,PASS,3,26,2012,,,
20121014_NYG@SF,2,36,27,NYG,SF,1,10,34,RUN,7,3,2012,,,
20121014_NYG@SF,2,30,2,SF,NYG,1,10,34,FIELD GOAL,3,10,2012,,,
20121014_NYG@SF,3,18,1,SF,NYG,4,15,34,PASS,3,23,2012,,,
20121014_NYG@SF,4,1,20,SF,NYG,1,10,39,RUN,3,26,2012,,,
20121014_NYG@SF,3,18,55,SF,NYG,2,21,40,PASS,3,23,2012,,,
20121014_NYG@SF,3,18,48,SF,NYG,3,21,40,PASS,3,23,2012,,,
20121014_NYG@SF,1,56,8,SF,NYG,2,5,43,RUN,0,0,2012,,,
20121014_NYG@SF,4,5,40,NYG,SF,3,2,43,RUN,23,3,2012,,,
20121014_NYG@SF,2,31,5,NYG,SF,1,10,44,PASS,10,3,2012,,,
20121014_NYG@SF,4,6,26,NYG,SF,2,6,47,RUN,23,3,2012,,,
20121014_NYG@SF,1,56,42,SF,NYG,1,10,48,PASS,0,0,2012,,,
20121014_NYG@SF,1,49,13,SF,NYG,1,10,49,PASS,0,0,2012,,,
20121014_NYG@SF,4,12,15,NYG,SF,2,2,49,RUN,23,3,2012,,,
20121014_NYG@SF,2,36,53,NYG,SF,1,10,50,PASS,7,3,2012,,,
20121014_NYG@SF,4,7,8,NYG,SF,1,10,51,RUN,23,3,2012,,,
20121014_NYG@SF,4,11,30,NYG,SF,3,4,51,PASS,23,3,2012,,,
20121014_NYG@SF,4,11,23,NYG,SF,4,4,51,PUNT,23,3,2012,,,
20121014_NYG@SF,3,15,24,SF,NYG,1,10,54,PASS,3,23,2012,,,
20121014_NYG@SF,4,1,29,SF,NYG,1,10,54,PASS,3,26,2012,,,
20121014_NYG@SF,3,15,13,SF,NYG,2,10,54,RUN,3,23,2012,,,
20121014_NYG@SF,1,57,31,SF,NYG,2,4,55,PASS,0,0,2012,,,
20121014_NYG@SF,1,57,27,SF,NYG,3,4,55,PASS,0,0,2012,,,
20121014_NYG@SF,4,15,0,SF,NYG,3,11,55,PASS,3,23,2012,,,
20121014_NYG@SF,1,49,41,SF,NYG,3,5,56,PASS,0,0,2012,,,
20121014_NYG@SF,4,14,28,SF,NYG,4,12,56,PUNT,3,23,2012,,,
20121014_NYG@SF,4,12,58,NYG,SF,1,10,57,PASS,23,3,2012,,,
20121014_NYG@SF,3,17,17,NYG,SF,1,10,58,RUN,23,3,2012,,,
20121014_NYG@SF,1,52,41,NYG,SF,3,2,58,PASS,0,0,2012,,,
20121014_NYG@SF,1,52,37,NYG,SF,4,2,58,PUNT,0,0,2012,,,
20121014_NYG@SF,3,16,36,NYG,SF,2,11,59,PASS,23,3,2012,,,
20121014_NYG@SF,3,16,30,NYG,SF,3,11,59,PASS,23,3,2012,,,
20121014_NYG@SF,3,16,25,NYG,SF,4,11,59,PUNT,23,3,2012,,,
20121014_NYG@SF,1,53,22,NYG,SF,2,4,60,PASS,0,0,2012,,,
20121014_NYG@SF,1,58,12,SF,NYG,1,10,61,PASS,0,0,2012,,,
20121014_NYG@SF,1,50,24,SF,NYG,1,10,61,PASS,0,0,2012,,,
20121014_NYG@SF,1,50,20,SF,NYG,2,10,61,RUN,0,0,2012,,,
20121014_NYG@SF,3,15,36,SF,NYG,2,3,61,RUN,3,23,2012,,,
20121014_NYG@SF,4,7,40,NYG,SF,1,10,62,RUN,23,3,2012,,,
20121014_NYG@SF,4,0,57,NYG,SF,1,10,62,RUN,26,3,2012,,,
20121014_NYG@SF,4,0,36,NYG,SF,2,11,63,RUN,26,3,2012,,,
20121014_NYG@SF,2,42,35,NYG,SF,3,6,63,PASS,0,3,2012,,,
20121014_NYG@SF,1,54,3,NYG,SF,1,10,66,RUN,0,0,2012,,,
20121014_NYG@SF,2,44,2,SF,NYG,1,10,66,PASS,3,0,2012,,,
20121014_NYG@SF,2,37,30,NYG,SF,1,10,66,PASS,7,3,2012,,,
20121014_NYG@SF,2,43,17,NYG,SF,2,9,66,RUN,0,3,2012,,,
20121014_NYG@SF,4,9,49,SF,NYG,3,6,66,PASS,3,23,2012,,,
20121014_NYG@SF,2,43,54,NYG,SF,1,10,67,RUN,0,3,2012,,,
20121014_NYG@SF,3,15,48,SF,NYG,1,10,68,PASS,3,23,2012,,,
20121014_NYG@SF,1,51,2,SF,NYG,2,3,68,PASS,0,0,2012,,,
20121014_NYG@SF,2,45,0,NYG,SF,2,8,68,RUN,0,3,2012,,,
20121014_NYG@SF,1,50,57,SF,NYG,3,3,68,PASS,0,0,2012,,,
20121014_NYG@SF,2,44,19,NYG,SF,3,9,69,PASS,0,3,2012,,,
20121014_NYG@SF,2,44,14,NYG,SF,4,9,69,PUNT,0,3,2012,,,
20121014_NYG@SF,1,45,26,NYG,SF,1,10,70,RUN,0,3,2012,,,
20121014_NYG@SF,2,30,11,SF,NYG,1,10,70,PASS,3,10,2012,,,
20121014_NYG@SF,4,10,24,SF,NYG,1,10,70,PASS,3,23,2012,,,
20121014_NYG@SF,2,31,9,NYG,SF,2,1,70,PASS,10,3,2012,,,
20121014_NYG@SF,2,38,10,SF,NYG,3,4,71,PASS,3,7,2012,,,
20121014_NYG@SF,4,9,57,SF,NYG,2,6,72,PASS,3,23,2012,,,
20121014_NYG@SF,2,31,55,SF,NYG,3,5,72,PASS,3,10,2012,,,
20121014_NYG@SF,3,25,17,SF,NYG,3,1,72,PENALTY,3,17,2012,,,
20121014_NYG@SF,2,31,47,SF,NYG,4,5,72,PENALTY,3,10,2012,,,
20121014_NYG@SF,3,17,54,NYG,SF,1,10,73,RUN,23,3,2012,,,
20121014_NYG@SF,4,8,22,NYG,SF,1,10,73,RUN,23,3,2012,,,
20121014_NYG@SF,3,23,58,SF,NYG,2,4,73,PASS,3,20,2012,,,
20121014_NYG@SF,2,39,18,SF,NYG,2,7,74,PENALTY,3,7,2012,,,
20121014_NYG@SF,1,51,46,SF,NYG,1,10,75,PASS,0,0,2012,,,
20121014_NYG@SF,1,59,19,SF,NYG,2,1,76,RUN,0,0,2012,,,
20121014_NYG@SF,1,58,41,SF,NYG,3,1,76,RUN,0,0,2012,,,
20121014_NYG@SF,2,39,58,SF,NYG,1,10,77,RUN,3,7,2012,,,
20121014_NYG@SF,2,32,50,SF,NYG,1,10,77,PENALTY,3,10,2012,,,
20121014_NYG@SF,3,25,17,SF,NYG,3,6,77,PASS,3,17,2012,,,
20121014_NYG@SF,2,31,47,SF,NYG,4,10,77,PUNT,3,10,2012,,,
20121014_NYG@SF,4,1,36,SF,NYG,2,8,78,PASS,3,26,2012,,,
20121014_NYG@SF,2,31,34,NYG,SF,1,10,79,PASS,10,3,2012,,,
20121014_NYG@SF,3,24,44,SF,NYG,1,10,79,PASS,3,20,2012,,,
20121014_NYG@SF,2,38,52,SF,NYG,2,12,79,PASS,3,7,2012,,,
20121014_NYG@SF,3,25,58,SF,NYG,2,8,79,RUN,3,17,2012,,,
20121014_NYG@SF,3,16,15,SF,NYG,1,10,80,PASS,3,23,2012,,,
20121014_NYG@SF,4,1,56,SF,NYG,1,10,80,RUN,3,26,2012,,,
20121014_NYG@SF,4,13,42,NYG,SF,2,7,80,RUN,23,3,2012,,,
20121014_NYG@SF,3,23,32,SF,NYG,3,11,80,PENALTY,3,20,2012,,,
20121014_NYG@SF,2,37,37,SF,NYG,4,13,80,PUNT,3,7,2012,,,
20121014_NYG@SF,4,9,21,SF,NYG,4,20,80,PUNT,3,23,2012,,,
20121014_NYG@SF,3,26,42,SF,NYG,1,10,81,RUN,3,17,2012,,,
20121014_NYG@SF,1,46,9,NYG,SF,2,6,81,PASS,0,3,2012,,,
20121014_NYG@SF,4,10,48,SF,NYG,2,2,81,PASS,3,23,2012,,,
20121014_NYG@SF,1,46,6,NYG,SF,3,6,81,PASS,0,3,2012,,,
20121014_NYG@SF,4,14,23,NYG,SF,1,10,83,RUN,23,3,2012,,,
20121014_NYG@SF,2,32,0,SF,NYG,2,17,84,PASS,3,10,2012,,,
20121014_NYG@SF,3,20,21,SF,NYG,2,9,84,PASS,3,23,2012,,,
20121014_NYG@SF,1,59,56,SF,NYG,1,10,85,PASS,0,0,2012,,,
20121014_NYG@SF,1,52,27,SF,NYG,1,10,85,RUN,0,0,2012,,,
20121014_NYG@SF,1,46,51,NYG,SF,1,10,85,PASS,0,3,2012,,,
20121014_NYG@SF,3,21,6,SF,NYG,1,10,85,RUN,3,23,2012,,,
20121014_NYG@SF,3,22,56,SF,NYG,3,16,85,PASS,3,20,2012,,,
20121014_NYG@SF,4,9,6,NYG,SF,1,10,86,RUN,23,3,2012,,,
20121014_NYG@SF,2,32,21,SF,NYG,1,20,87,PASS,3,10,2012,,,
20121014_NYG@SF,4,11,16,SF,NYG,1,10,89,PASS,3,23,2012,,,
20121014_OAK@ATL,2,35,1,OAK,ATL,2,1,1,PASS,3,7,2012,,,
20121014_OAK@ATL,2,34,56,OAK,ATL,3,1,1,RUN,3,7,2012,,,
20121014_OAK@ATL,3,18,35,ATL,OAK,3,1,1,PENALTY,20,17,2012,,,
20121014_OAK@ATL,3,15,.B,ATL,OAK,3,1,1,KICKOFF,20,17,2012,,,
20121014_OAK@ATL,2,40,28,ATL,OAK,1,2,2,RUN,0,3,2012,,,
20121014_OAK@ATL,3,18,35,ATL,OAK,1,2,2,PENALTY,20,17,2012,,,
20121014_OAK@ATL,3,19,19,ATL,OAK,2,2,2,RUN,20,17,2012,,,
20121014_OAK@ATL,3,18,5,ATL,OAK,2,2,2,FIELD GOAL,20,17,2012,,,
20121014_OAK@ATL,4,0,44,OAK,ATL,2,2,2,RUN,10,14,2012,,,
20121014_OAK@ATL,2,41,14,ATL,OAK,2,4,4,PASS,0,3,2012,,,
20121014_OAK@ATL,2,34,11,OAK,ATL,4,4,4,FIELD GOAL,3,7,2012,,,
20121014_OAK@ATL,4,0,58,OAK,ATL,1,5,5,RUN,10,14,2012,,,
20121014_OAK@ATL,2,36,54,OAK,ATL,1,8,8,PASS,3,7,2012,,,
20121014_OAK@ATL,2,36,19,OAK,ATL,1,10,19,PASS,3,7,2012,,,
20121014_OAK@ATL,2,41,14,ATL,OAK,2,6,21,PASS,0,3,2012,,,
20121014_OAK@ATL,1,46,20,OAK,ATL,2,9,22,PASS,0,0,2012,,,
20121014_OAK@ATL,1,47,2,OAK,ATL,1,10,23,RUN,0,0,2012,,,
20121014_OAK@ATL,3,20,26,ATL,OAK,1,10,23,PASS,7,10,2012,,,
20121014_OAK@ATL,3,20,22,ATL,OAK,2,10,23,PASS,7,10,2012,,,
20121014_OAK@ATL,3,20,17,ATL,OAK,3,10,23,PASS,7,10,2012,,,
20121014_OAK@ATL,3,20,6,ATL,OAK,4,10,23,FIELD GOAL,7,10,2012,,,
20121014_OAK@ATL,2,41,53,ATL,OAK,1,10,25,PASS,0,3,2012,,,
20121014_OAK@ATL,2,32,0,OAK,ATL,2,7,25,PASS,20,17,2012,,,
20121014_OAK@ATL,1,54,57,ATL,OAK,4,3,25,FIELD GOAL,0,0,2012,,,
20121014_OAK@ATL,3,27,4,OAK,ATL,3,3,27,PUNT,17,20,2012,,,
20121014_OAK@ATL,2,32,44,OAK,ATL,1,10,28,RUN,20,17,2012,,,
20121014_OAK@ATL,4,2,55,OAK,ATL,3,6,28,PASS,17,20,2012,,,
20121014_OAK@ATL,4,3,37,OAK,ATL,2,8,30,PASS,17,20,2012,,,
20121014_OAK@ATL,1,57,2,ATL,OAK,1,10,32,RUN, M.Burris).,0,0,2012,,
20121014_OAK@ATL,4,4,18,OAK,ATL,1,10,32,RUN,17,20,2012,,,
20121014_OAK@ATL,1,56,21,ATL,OAK,2,10,32,PASS, R.McClain).,0,0,2012,,
20121014_OAK@ATL,1,45,28,OAK,ATL,2,19,32,FIELD GOAL,0,0,2012,,,
20121014_OAK@ATL,1,45,28,OAK,ATL,4,20,33,FIELD GOAL,0,0,2012,,,
20121014_OAK@ATL,1,57,42,OAK,ATL,2,3,34,PENALTY,0,0,2012,,,
20121014_OAK@ATL,4,0,5,ATL,OAK,1,10,37,FIELD GOAL,14,17,2012,,,
20121014_OAK@ATL,3,21,1,ATL,OAK,2,4,37,PASS,7,10,2012,,,
20121014_OAK@ATL,1,49,56,ATL,OAK,1,10,39,PASS,0,0,2012,,,
20121014_OAK@ATL,1,51,43,OAK,ATL,2,7,39,PASS,0,0,2012,,,
20121014_OAK@ATL,2,42,22,ATL,OAK,2,2,39,PASS,0,3,2012,,,
20121014_OAK@ATL,1,58,13,OAK,ATL,1,10,41,RUN,0,0,2012,,,
20121014_OAK@ATL,1,52,26,OAK,ATL,1,10,42,PASS,0,0,2012,,,
20121014_OAK@ATL,1,58,21,ATL,OAK,1,10,43,PASS,0,0,2012,,,
20121014_OAK@ATL,4,1,8,OAK,ATL,1,10,43,PASS,10,14,2012,,,
20121014_OAK@ATL,1,47,47,OAK,ATL,3,4,43,RUN,0,0,2012,,,
20121014_OAK@ATL,4,9,21,OAK,ATL,3,5,43,PASS,17,20,2012,,,
20121014_OAK@ATL,1,57,11,OAK,ATL,2,13,44,RUN,0,0,2012,,,
20121014_OAK@ATL,4,9,56,OAK,ATL,2,6,44,PASS,17,20,2012,,,
20121014_OAK@ATL,4,5,2,OAK,ATL,1,10,46,PASS,17,20,2012,,,
20121014_OAK@ATL,2,37,24,OAK,ATL,2,3,46,PENALTY,3,7,2012,,,
20121014_OAK@ATL,2,42,58,ATL,OAK,1,10,47,PASS, A.Carter).,0,3,2012,,
20121014_OAK@ATL,3,15,11,OAK,ATL,2,4,47,PENALTY,17,20,2012,,,
20121014_OAK@ATL,4,10,44,OAK,ATL,1,10,48,RUN,17,20,2012,,,
20121014_OAK@ATL,4,14,43,OAK,ATL,4,5,48,PUNT,17,20,2012,,,
20121014_OAK@ATL,1,49,4,OAK,ATL,1,10,49,RUN,0,0,2012,,,
20121014_OAK@ATL,4,0,12,ATL,OAK,1,10,50,PASS,14,17,2012,,,
20121014_OAK@ATL,1,48,26,OAK,ATL,2,11,50,RUN,0,0,2012,,,
20121014_OAK@ATL,4,8,49,OAK,ATL,4,13,51,PUNT,17,20,2012,,,
20121014_OAK@ATL,2,37,59,OAK,ATL,1,10,53,PASS,3,7,2012,,,
20121014_OAK@ATL,3,15,47,OAK,ATL,1,10,53,RUN,17,20,2012,,,
20121014_OAK@ATL,4,2,10,OAK,ATL,1,10,53,PASS,10,14,2012,,,
20121014_OAK@ATL,4,2,2,OAK,ATL,2,10,53,PASS,10,14,2012,,,
20121014_OAK@ATL,1,53,51,OAK,ATL,1,10,54,PASS,0,0,2012,,,
20121014_OAK@ATL,1,53,46,OAK,ATL,2,10,54,RUN,0,0,2012,,,
20121014_OAK@ATL,4,1,32,OAK,ATL,3,11,54,PASS,10,14,2012,,,
20121014_OAK@ATL,1,59,36,ATL,OAK,1,10,55,RUN,0,0,2012,,,
20121014_OAK@ATL,4,6,34,ATL,OAK,3,1,55,PASS,20,17,2012,,,
20121014_OAK@ATL,4,6,26,ATL,OAK,4,1,55,PUNT,20,17,2012,,,
20121014_OAK@ATL,2,36,54,OAK,ATL,2,13,56,PASS,3,7,2012,,,
20121014_OAK@ATL,4,7,6,ATL,OAK,2,2,56,PASS,20,17,2012,,,
20121014_OAK@ATL,1,53,51,OAK,ATL,3,12,56,PASS,0,0,2012,,,
20121014_OAK@ATL,3,23,49,OAK,ATL,3,7,57,PASS,10,7,2012,,,
20121014_OAK@ATL,4,14,58,OAK,ATL,3,14,57,PENALTY,17,20,2012,,,
20121014_OAK@ATL,3,23,43,OAK,ATL,4,7,57,PUNT,10,7,2012,,,
20121014_OAK@ATL,1,54,28,OAK,ATL,2,1,58,RUN,0,0,2012,,,
20121014_OAK@ATL,3,24,33,OAK,ATL,1,10,60,PASS,10,7,2012,,,
20121014_OAK@ATL,3,24,29,OAK,ATL,2,10,60,RUN,10,7,2012,,,
20121014_OAK@ATL,4,0,22,ATL,OAK,2,6,60,PASS,14,17,2012,,,
20121014_OAK@ATL,4,0,18,ATL,OAK,3,6,60,PASS,14,17,2012,,,
20121014_OAK@ATL,3,19,33,OAK,ATL,1,10,61,PASS,17,20,2012,,,
20121014_OAK@ATL,4,2,32,OAK,ATL,1,10,63,PASS,10,14,2012,,,
20121014_OAK@ATL,4,1,57,OAK,ATL,2,20,63,PASS,10,14,2012,,,
20121014_OAK@ATL,3,22,11,ATL,OAK,3,3,63,PASS,7,10,2012,,,
20121014_OAK@ATL,4,7,32,ATL,OAK,1,10,64,RUN,20,17,2012,,,
20121014_OAK@ATL,4,0,26,ATL,OAK,1,10,64,PASS,14,17,2012,,,
20121014_OAK@ATL,3,27,4,ATL,OAK,2,4,64,PUNT,7,10,2012,,,
20121014_OAK@ATL,4,11,28,OAK,ATL,1,10,66,PASS,17,20,2012,,,
20121014_OAK@ATL,4,11,23,OAK,ATL,2,10,66,PASS,17,20,2012,,,
20121014_OAK@ATL,1,54,57,OAK,ATL,1,10,67,PASS,0,0,2012,,,
20121014_OAK@ATL,3,23,35,ATL,OAK,1,10,70,PASS,7,10,2012,,,
20121014_OAK@ATL,2,30,54,ATL,OAK,4,2,70,PUNT,7,10,2012,,,
20121014_OAK@ATL,2,45,0,ATL,OAK,2,1,71,RUN,0,3,2012,,,
20121014_OAK@ATL,2,31,20,ATL,OAK,2,5,73,PASS,7,10,2012,,,
20121014_OAK@ATL,4,0,32,ATL,OAK,2,3,73,PASS,14,17,2012,,,
20121014_OAK@ATL,3,27,10,ATL,OAK,3,5,74,PASS,7,10,2012,,,
20121014_OAK@ATL,3,27,4,ATL,OAK,4,5,74,PUNT,7,10,2012,,,
